,I,P,S,B,K,A
0,0.9035077398513058,1.6939526227997668,0.8495867057836157,-0.9035077398513058,-2.0,0.7186589848024134
1,1.039979262307847,1.0275225062836435,-0.00640093574936852,-1.039979262307847,-2.0,3.303172879790516
2,0.02247976643016092,1.5403999481770068,0.9374913016518457,1.9775202335698392,-2.0,-3.794990724421427
3,0.2990637072506448,1.7982112534098293,-0.139419933748721,-0.2990637072506448,-2.0,1.0182204762762495
4,0.5307823431344684,2.6473114732779752,1.0598055829514683,-0.5307823431344684,-2.0,1.5291875500587542
5,-0.8010060491731794,1.109275013877995,1.046991269577447,0.8010060491731794,-2.0,-0.2908812050792643
6,-0.8676600903047309,0.5013912308248076,1.0737403078197358,0.8676600903047309,-2.0,0.1101886173981515
7,0.7503289126953121,2.1187804505680994,0.9650734226978066,0.2496710873046879,-2.0,1.5030145369030625
8,-1.9662567337985748,-0.14849479414957756,-0.08864874666102895,2.966256733798575,-2.0,2.6371301780700755
9,-1.6021239877960016,-0.4841682019742204,1.2693297222263038,1.6021239877960016,-2.0,-1.6611819590671333
10,-0.8565173954904548,-0.7755782168161106,0.059932279859210416,0.8565173954904548,-2.0,-0.8971142544071801
11,-1.5539272946275935,-1.0180456504614055,0.960835077748807,2.5539272946275933,-2.0,0.21266936836494266
12,-1.2998739738364655,0.8868486504420688,0.059510804009442635,2.2998739738364655,-2.0,-0.7439348247305284
13,-1.0850276568484896,0.0703055059938843,0.0961625064153531,3.0850276568484896,-2.0,0.23693690362285152
14,-0.08898848670014342,0.8585973823466935,1.0255866467505437,1.0889884867001434,-2.0,3.1786195887850215
15,-0.8707240963823415,-1.671028368482077,0.8802067614191202,2.8707240963823413,-2.0,-4.963960284705397
16,-1.8026169092815671,-1.4483800591775993,1.0614718862758508,1.8026169092815671,-2.0,-1.0016706322314384
17,0.4970462231619008,2.6692005710079116,1.0017688148830626,0.5029537768380992,-2.0,1.2886474783731896
18,-1.0974994083256817,-3.21914612716476,0.1661097596829112,1.0974994083256817,-2.0,-2.06239478990582
19,0.3263979488243749,0.5620937025624814,0.07438362203157843,-0.3263979488243749,-2.0,0.546083926193425
20,-1.2846024120253694,0.7270697872255917,1.1572467227447638,2.2846024120253694,-2.0,-1.4224430268216515
21,-0.6745667450008722,-2.8891826093685378,1.1720708369967332,1.674566745000872,-2.0,-2.8567937733697035
22,-0.317633057563767,0.6120399299742613,-0.08585322715199822,0.317633057563767,-2.0,0.9085264831277099
23,0.3198741085736983,0.38081006579456983,0.007841334645547433,0.6801258914263018,-2.0,1.5128630699102417
24,-0.9636846174637976,-0.16306704719558454,1.1996771643775366,2.9636846174637976,-2.0,1.436302803832356
25,-1.9578469381804422,-0.9484421186678356,0.8986003864619263,1.9578469381804422,-2.0,-3.4947534639081823
26,0.7307761054092947,1.3223207261240983,-0.08556363759677993,0.2692238945907053,-2.0,1.3516922646130944
27,-1.4209547743218491,-0.9828990057853334,1.0039457052332807,1.4209547743218491,-2.0,1.689119719335002
28,-1.9093777687918976,0.4975152975965449,0.12138907237599357,2.909377768791898,-2.0,4.170376542423564
