,I,P,S,B,K,A
0,0.6250566373624149,0.2897801778750626,0.8571954359085138,1.374943362637585,0.34792302221591465,1.0001509056299949
1,1.743489075071553,1.43454460537001,0.1214447567292588,-1.743489075071553,0.30966616183570683,2.882568582357014
2,-0.8440561870245528,-0.354336555673046,1.0464961087902442,1.8440561870245529,0.695478982636911,0.77301751072325
3,0.630707835109878,0.1721267405932109,-0.20688634771172876,-0.630707835109878,0.8721590315212379,-0.8428016496801605
4,1.8937500175199842,2.424293542319739,0.02546586433415951,-0.8937500175199842,0.17678159149380132,1.6288243087029322
5,1.3044537271336678,1.9531983328279923,0.991969067432929,-1.3044537271336678,0.7293313857123208,0.46443626896353807
6,1.068869233537595,3.696091173575629,1.0477261475645048,-1.068869233537595,0.430925656389025,2.1720250400569214
7,0.288796868678516,-1.0938011206385425,1.0156327375996523,-0.288796868678516,0.49119815220587837,-0.6483361428308978
8,1.4960925471647635,3.2883698765393063,0.9945576956889992,-0.4960925471647635,0.43825435209656827,1.6261093841777745
9,2.7099184248231993,1.3039950623354706,-0.1122131943855904,-2.7099184248231993,0.23522189071607694,4.084584050002803
10,-0.202340858992392,0.28367135492610607,0.8255084909306729,0.202340858992392,0.9675702703406714,-0.10444416050468655
11,1.2352834289895378,3.8069514050836433,0.02072969622617155,-0.2352834289895378,0.8627970950214819,4.2468765397983095
12,1.5096620860248282,1.656578139707059,0.8728624826083768,-0.5096620860248282,0.5642566407916078,0.717803010988537
13,2.0892480659526584,1.9438216017925476,-0.07821571593847547,-1.0892480659526584,0.6692798340796199,0.6124778188181532
14,-0.04539162272168862,-2.015983721802849,1.0207411794585284,0.04539162272168862,0.8225419770818966,-1.0907460904341924
15,-0.15858987985016168,-1.6702099526386724,0.11569023397814916,0.15858987985016168,0.7611879679697714,-1.6992866488727814
16,0.08089486819609032,-0.27065420332116696,1.1073467259949445,0.9191051318039096,0.7733483300704318,0.9032570735593243
17,0.3383734550739769,-1.523503669794273,0.038914352349413275,0.661626544926023,0.3186909735552476,-1.7217944979134099
18,-0.23852875019236108,0.3469199468248838,1.1093947545741005,0.23852875019236108,0.8315485669733886,-0.0046519500893369425
19,0.3868600852031429,-0.08687685613572826,0.010191408073245277,-0.3868600852031429,0.3600917518725364,-0.04646383433284908
20,1.6658454773106004,1.8763632674282706,1.068875767361399,-1.6658454773106004,0.2060188471027292,0.8566378155675353
21,2.387867870238737,1.709279332119914,1.0817298972322518,-1.387867870238737,0.43934414541940964,2.0768346382164795
22,-0.38198895730060356,-1.9262553021750801,1.0116759127978898,0.38198895730060356,0.7171807420504817,-1.0295396204292802
23,1.0650538908392164,0.0430825724793696,0.9405858883359139,-1.0650538908392164,0.6072392345251652,-0.3053721545024951
24,0.3459011080076462,1.105456283858259,1.0336415316885728,0.6540988919923538,0.41988439462984073,1.3478413125553415
25,1.0102507278101795,1.3560417295403258,1.0894123724611198,-1.0102507278101795,0.20260652102122167,-2.28477954773104
26,0.08759673716616345,0.6064396542016202,0.9110188746041811,0.9124032628338365,0.7628792773714845,-0.6291525926931824
27,0.7319420513943553,-0.420853271049386,0.06816648042830455,-0.7319420513943553,0.4974507559717182,-0.8444908314827251
28,1.6280306022014626,1.351843091479258,-0.03729522342613316,-0.6280306022014626,0.2527858994168993,0.6862542172029317
29,0.01569667894313212,-1.0467156441182355,0.05394223569685143,-0.01569667894313212,0.36574420803200913,-1.0654878711430442
30,-0.6668101106120276,-1.259073889478254,-0.1449274166694763,0.6668101106120276,0.4419063333579815,-2.2287951705912263
31,1.4174979603505111,1.6732823528375966,0.8381913574844071,-1.4174979603505111,0.33408209585862697,2.140893892709716
32,1.124858229404893,3.174959001699658,1.122376545089522,-0.124858229404893,0.5536107199993044,1.2863951277655723
33,1.408498120126643,0.32508151777557953,1.0751077763106374,-0.4084981201266431,0.42663338816118673,0.8128412536305504
34,-0.19481293339997927,-0.2707619064632574,0.9521719154312073,0.19481293339997927,0.676936252807956,-0.15919204815282695
35,-0.1886296216801618,-0.3201802093292092,1.065095597791173,0.1886296216801618,0.7567146985587079,-0.598768340329354
36,-0.04773851171237253,-0.5751787663985536,1.1315630141736372,0.04773851171237253,0.5278589174366289,-0.2703491646344869
37,-0.16792053339871632,-0.13575918849509572,-0.03561289570377593,0.16792053339871632,0.352382056131044,0.1190992767437922
38,2.209219602930289,2.733213340169439,0.9019438112905427,-2.209219602930289,0.9241415614971458,0.32687752311042173
39,1.0232110762129616,1.1191808568555417,1.1831888837938882,-1.0232110762129616,0.7052496865261831,1.3385059839419853
40,0.9929259111324895,0.8482710691040581,-0.09423837107399861,0.007074088867510486,0.7948195657995908,0.8508154503113889
41,-1.2033299180134707,-1.1907593640884484,1.0609995710888742,1.2033299180134707,0.9432723650622836,0.47915573787512156
42,-0.7319583908398964,-0.5234775763298924,0.8813971820293496,2.7319583908398966,0.4553493369516373,-2.6912116535125143
43,1.4048862732819831,1.2092822314773088,0.8573306831208928,-1.4048862732819831,0.5528504296770718,1.7187190124739415
44,0.8007727775473767,-0.0009120844726468906,0.9114481565932508,0.19922722245262325,0.3328952003399169,0.22722052993072533
45,1.0757031187909873,0.691285211955613,1.0867495883006724,-1.0757031187909873,0.25192941344855835,-0.668870511735898
46,0.17133931171525474,-1.911310009703564,-0.19496622760506738,-0.17133931171525474,0.754835894308102,-1.9282250595811088
47,1.47585622042345,3.772458558739876,0.8665694656007159,-1.47585622042345,0.35263731083649386,3.8293036734011245
48,1.6387946875947823,1.2880231846152679,1.0332204558706501,-1.6387946875947823,0.592728179109882,0.07153902643162624
49,1.6633589209527024,1.7638603712405163,0.9640876691123038,-1.6633589209527024,0.7251147162981609,0.5367263584324182
50,-0.06270316690063593,-0.6968427394029911,1.0285476835710035,0.06270316690063593,0.6209655774170011,-0.34675006916508155
51,1.424545814539707,1.261706955040899,0.9973882923555429,-0.42454581453970697,0.6537931095699,0.7049382068749817
52,0.7287422526486405,-0.6460848050944497,-0.007499407939933682,0.27125774735135955,0.8219958157551327,-0.8230146989107756
53,0.9838454798769327,1.0781788203137688,-0.13745627538432195,-0.9838454798769327,0.5988528847085682,-1.616639484099987
54,1.2176559529891338,0.463071925752868,1.0249400455102575,-0.21765595298913376,0.9330036103657516,0.3247175197206992
55,2.113415892587833,1.3607934068194811,1.04690170782223,-1.1134158925878328,0.3145277622999053,1.432145492534648
56,-0.08635276352077492,0.2854963214781533,1.1147698929855139,0.08635276352077492,0.6297966826662371,0.23606242179015374
57,0.07304792677606053,-0.6348739171568534,0.10933247429073586,0.9269520732239395,0.3659666553538035,-0.6961802258443713
58,1.3193161392679829,0.1245522551743392,-0.04829667961904344,-1.3193161392679829,0.680708536349003,1.6714774318064014
59,-0.1634792385881129,-1.2769088237184874,0.9692982790490404,0.1634792385881129,0.6657211404716287,-0.8570410603456968
60,1.6730683291041295,0.8796579463347092,-0.18379205057127465,-1.6730683291041295,0.2743495526175557,0.22041319258820335
61,-0.47779435026925654,-1.6725195189502302,-0.13593187592154746,0.47779435026925654,0.5605204408051383,-1.570265493249833
